,date,shop,brand,container,quantity,capacity,sales
4101,2015-10-31,shop_4,orange-power,glass,60558,500ml,41902.67
4102,2015-10-31,shop_4,orange-power,plastic,31205,1.5lt,47238.54
4103,2015-10-31,shop_4,orange-power,can,37794,330ml,19209.32
4104,2015-10-31,shop_4,gazoza,glass,44777,500ml,28528.44
4105,2015-10-31,shop_4,gazoza,plastic,37249,1.5lt,31138.82
4106,2015-10-31,shop_4,gazoza,can,59380,330ml,18334.12
4107,2015-10-31,shop_4,lemon-boost,glass,13215,500ml,15394.87
4108,2015-10-31,shop_4,lemon-boost,plastic,19919,1.5lt,38744.59
4109,2015-10-31,shop_4,lemon-boost,can,27324,330ml,16096.71
4110,2015-10-31,shop_3,kinder-cola,glass,15101,500ml,11839.93
4111,2015-10-31,shop_3,kinder-cola,plastic,9888,1.5lt,23104.54
4112,2015-10-31,shop_3,kinder-cola,can,13344,330ml,8664.64
4113,2015-10-31,shop_3,adult-cola,glass,10155,500ml,14581.43
4114,2015-10-31,shop_3,adult-cola,plastic,16417,1.5lt,34093.11
4115,2015-10-31,shop_3,adult-cola,can,25302,330ml,13993.21
4116,2015-10-31,shop_3,orange-power,glass,22696,500ml,19434.69
4117,2015-10-31,shop_3,orange-power,plastic,13113,1.5lt,26045.97
4118,2015-10-31,shop_3,orange-power,can,35579,330ml,9889.58
4119,2015-10-31,shop_3,gazoza,glass,14791,500ml,11383.78
4120,2015-10-31,shop_3,gazoza,plastic,19170,1.5lt,22440.48
4121,2015-10-31,shop_3,gazoza,can,21144,330ml,8459.22
4122,2015-10-31,shop_3,lemon-boost,glass,14813,500ml,14848.49
4123,2015-10-31,shop_3,lemon-boost,plastic,10858,1.5lt,26429.57
4124,2015-10-31,shop_3,lemon-boost,can,29178,330ml,7166.53
4140,2015-11-30,shop_1,kinder-cola,glass,6907,500ml,11718.14
4141,2015-11-30,shop_1,kinder-cola,plastic,8494,1.5lt,26680.7
4142,2015-11-30,shop_1,kinder-cola,can,16881,330ml,9910.44
4143,2015-11-30,shop_1,adult-cola,glass,15979,500ml,20816.64
4144,2015-11-30,shop_1,adult-cola,plastic,21516,1.5lt,38068.04
4145,2015-11-30,shop_1,adult-cola,can,25358,330ml,14256.85
4146,2015-11-30,shop_1,orange-power,glass,19782,500ml,18933.68
4147,2015-11-30,shop_1,orange-power,plastic,17450,1.5lt,32079.43
4148,2015-11-30,shop_1,orange-power,can,31457,330ml,15344.24
4149,2015-11-30,shop_1,gazoza,glass,39658,500ml,24727.75
4150,2015-11-30,shop_1,gazoza,plastic,18098,1.5lt,24129.99
4151,2015-11-30,shop_1,gazoza,can,44491,330ml,12185.09
4152,2015-11-30,shop_1,lemon-boost,glass,17530,500ml,16537.35
4153,2015-11-30,shop_1,lemon-boost,plastic,9573,1.5lt,24398.61
4154,2015-11-30,shop_1,lemon-boost,can,26082,330ml,11349.97
4155,2015-11-30,shop_2,kinder-cola,glass,13479,500ml,20037.97
4156,2015-11-30,shop_2,kinder-cola,plastic,11387,1.5lt,33472.86
4157,2015-11-30,shop_2,kinder-cola,can,19710,330ml,11965.86
4158,2015-11-30,shop_2,adult-cola,glass,33465,500ml,27260.91
4159,2015-11-30,shop_2,adult-cola,plastic,17010,1.5lt,41224.3
4160,2015-11-30,shop_2,adult-cola,can,24910,330ml,17260.17
4161,2015-11-30,shop_2,orange-power,glass,50684,500ml,34018.47
4162,2015-11-30,shop_2,orange-power,plastic,14484,1.5lt,33793.46
4163,2015-11-30,shop_2,orange-power,can,41342,330ml,16715.79
4164,2015-11-30,shop_2,gazoza,glass,57577,500ml,32492.48
4165,2015-11-30,shop_2,gazoza,plastic,24772,1.5lt,26163.18
4166,2015-11-30,shop_2,gazoza,can,32762,330ml,13206.46
4167,2015-11-30,shop_2,lemon-boost,glass,25723,500ml,19145.16
4168,2015-11-30,shop_2,lemon-boost,plastic,9453,1.5lt,26736.4
4169,2015-11-30,shop_2,lemon-boost,can,31123,330ml,14326.26
4170,2015-11-30,shop_6,kinder-cola,glass,17150,500ml,22065.21
4171,2015-11-30,shop_6,kinder-cola,plastic,15866,1.5lt,36886.74
4172,2015-11-30,shop_6,kinder-cola,can,16447,330ml,15348.79
4173,2015-11-30,shop_6,adult-cola,glass,35137,500ml,34061.0
4174,2015-11-30,shop_6,adult-cola,plastic,27334,1.5lt,63847.32
4175,2015-11-30,shop_6,adult-cola,can,36149,330ml,22408.57
4176,2015-11-30,shop_6,orange-power,glass,49045,500ml,32979.71
4177,2015-11-30,shop_6,orange-power,plastic,27311,1.5lt,53864.28
4178,2015-11-30,shop_6,orange-power,can,49769,330ml,24794.44
4179,2015-11-30,shop_6,gazoza,glass,75689,500ml,37043.55
4180,2015-11-30,shop_6,gazoza,plastic,31224,1.5lt,39543.4
4181,2015-11-30,shop_6,gazoza,can,49780,330ml,19441.64
4182,2015-11-30,shop_6,lemon-boost,glass,34409,500ml,27970.29
4183,2015-11-30,shop_6,lemon-boost,plastic,20082,1.5lt,42807.11
4184,2015-11-30,shop_6,lemon-boost,can,17573,330ml,12799.78
4185,2015-11-30,shop_4,kinder-cola,glass,14144,500ml,18311.27
4186,2015-11-30,shop_4,kinder-cola,plastic,12175,1.5lt,34808.8
4187,2015-11-30,shop_4,kinder-cola,can,21227,330ml,14926.69
4188,2015-11-30,shop_4,adult-cola,glass,23399,500ml,28502.79
4189,2015-11-30,shop_4,adult-cola,plastic,14527,1.5lt,37107.89
4190,2015-11-30,shop_4,adult-cola,can,38972,330ml,17569.25
4191,2015-11-30,shop_4,orange-power,glass,29924,500ml,26913.81
4192,2015-11-30,shop_4,orange-power,plastic,26003,1.5lt,35544.2
4193,2015-11-30,shop_4,orange-power,can,21331,330ml,13574.61
4194,2015-11-30,shop_4,gazoza,glass,40801,500ml,27017.74
4195,2015-11-30,shop_4,gazoza,plastic,31140,1.5lt,30410.7
4196,2015-11-30,shop_4,gazoza,can,40136,330ml,14821.42
4197,2015-11-30,shop_4,lemon-boost,glass,23969,500ml,23369.35
4198,2015-11-30,shop_4,lemon-boost,plastic,13202,1.5lt,30282.83
4199,2015-11-30,shop_4,lemon-boost,can,28563,330ml,13907.58
4200,2015-11-30,shop_3,kinder-cola,glass,12417,500ml,11757.91
4201,2015-11-30,shop_3,kinder-cola,plastic,5645,1.5lt,20331.17
4202,2015-11-30,shop_3,kinder-cola,can,13289,330ml,8548.82
4203,2015-11-30,shop_3,adult-cola,glass,15985,500ml,18048.84
4204,2015-11-30,shop_3,adult-cola,plastic,14421,1.5lt,31427.27
4205,2015-11-30,shop_3,adult-cola,can,19298,330ml,13488.44
4206,2015-11-30,shop_3,orange-power,glass,18229,500ml,16410.03
4207,2015-11-30,shop_3,orange-power,plastic,17293,1.5lt,26448.46
4208,2015-11-30,shop_3,orange-power,can,25865,330ml,12095.5
4209,2015-11-30,shop_3,gazoza,glass,14539,500ml,11720.2
4210,2015-11-30,shop_3,gazoza,plastic,14427,1.5lt,20050.89
4211,2015-11-30,shop_3,gazoza,can,20202,330ml,8436.78
4212,2015-11-30,shop_3,lemon-boost,glass,18630,500ml,11048.01
4213,2015-11-30,shop_3,lemon-boost,plastic,6896,1.5lt,16235.45
4214,2015-11-30,shop_3,lemon-boost,can,11802,330ml,8156.19
4230,2015-12-31,shop_1,kinder-cola,glass,17597,500ml,19927.78
4231,2015-12-31,shop_1,kinder-cola,plastic,11120,1.5lt,33852.34
4232,2015-12-31,shop_1,kinder-cola,can,14622,330ml,12812.15
4233,2015-12-31,shop_1,adult-cola,glass,20969,500ml,23947.69
4234,2015-12-31,shop_1,adult-cola,plastic,18222,1.5lt,40209.43
4235,2015-12-31,shop_1,adult-cola,can,35384,330ml,16875.0
4236,2015-12-31,shop_1,orange-power,glass,18457,500ml,19462.14
4237,2015-12-31,shop_1,orange-power,plastic,17867,1.5lt,34420.74
4238,2015-12-31,shop_1,orange-power,can,48586,330ml,15831.36
4239,2015-12-31,shop_1,gazoza,glass,17268,500ml,13426.73
4240,2015-12-31,shop_1,gazoza,plastic,32058,1.5lt,30476.03
4241,2015-12-31,shop_1,gazoza,can,25521,330ml,10486.36
4242,2015-12-31,shop_1,lemon-boost,glass,14536,500ml,14729.53
4243,2015-12-31,shop_1,lemon-boost,plastic,24603,1.5lt,12337.27
4244,2015-12-31,shop_1,lemon-boost,can,21493,330ml,12686.66
4245,2015-12-31,shop_2,kinder-cola,glass,18240,500ml,22907.58
4246,2015-12-31,shop_2,kinder-cola,plastic,8084,1.5lt,33498.62
4247,2015-12-31,shop_2,kinder-cola,can,26147,330ml,17565.87
4248,2015-12-31,shop_2,adult-cola,glass,25620,500ml,29609.81
4249,2015-12-31,shop_2,adult-cola,plastic,21380,1.5lt,53985.74
4250,2015-12-31,shop_2,adult-cola,can,36582,330ml,24172.29
4251,2015-12-31,shop_2,orange-power,glass,23923,500ml,24349.95
4252,2015-12-31,shop_2,orange-power,plastic,35809,1.5lt,48247.12
4253,2015-12-31,shop_2,orange-power,can,43203,330ml,21014.8
4254,2015-12-31,shop_2,gazoza,glass,61583,500ml,33311.84
4255,2015-12-31,shop_2,gazoza,plastic,22806,1.5lt,31691.3
4256,2015-12-31,shop_2,gazoza,can,61898,330ml,20012.53
4257,2015-12-31,shop_2,lemon-boost,glass,22160,500ml,21149.95
4258,2015-12-31,shop_2,lemon-boost,plastic,18917,1.5lt,35876.36
4259,2015-12-31,shop_2,lemon-boost,can,46204,330ml,18476.64
4260,2015-12-31,shop_6,kinder-cola,glass,27854,500ml,32913.16
4261,2015-12-31,shop_6,kinder-cola,plastic,19833,1.5lt,51063.94
4262,2015-12-31,shop_6,kinder-cola,can,23179,330ml,19309.53
4263,2015-12-31,shop_6,adult-cola,glass,50375,500ml,46650.33
4264,2015-12-31,shop_6,adult-cola,plastic,22337,1.5lt,66864.38
4265,2015-12-31,shop_6,adult-cola,can,35032,330ml,26459.84
4266,2015-12-31,shop_6,orange-power,glass,38434,500ml,35780.26
4267,2015-12-31,shop_6,orange-power,plastic,28458,1.5lt,59888.51
4268,2015-12-31,shop_6,orange-power,can,85194,330ml,27417.0
4269,2015-12-31,shop_6,gazoza,glass,57243,500ml,34805.4
4270,2015-12-31,shop_6,gazoza,plastic,41972,1.5lt,47169.03
4271,2015-12-31,shop_6,gazoza,can,68817,330ml,23402.99
4272,2015-12-31,shop_6,lemon-boost,glass,32520,500ml,28864.23
4273,2015-12-31,shop_6,lemon-boost,plastic,27737,1.5lt,46754.43
4274,2015-12-31,shop_6,lemon-boost,can,46601,330ml,24044.65
4275,2015-12-31,shop_4,kinder-cola,glass,24083,500ml,22771.66
4276,2015-12-31,shop_4,kinder-cola,plastic,17196,1.5lt,40976.11
4277,2015-12-31,shop_4,kinder-cola,can,20300,330ml,17832.63
4278,2015-12-31,shop_4,adult-cola,glass,25675,500ml,31858.72
4279,2015-12-31,shop_4,adult-cola,plastic,20959,1.5lt,42071.71
4280,2015-12-31,shop_4,adult-cola,can,36639,330ml,24182.12
4281,2015-12-31,shop_4,orange-power,glass,43905,500ml,34019.82
4282,2015-12-31,shop_4,orange-power,plastic,25180,1.5lt,46520.22
4283,2015-12-31,shop_4,orange-power,can,60301,330ml,25460.6
4284,2015-12-31,shop_4,gazoza,glass,73238,500ml,35788.84
4285,2015-12-31,shop_4,gazoza,plastic,30400,1.5lt,36329.07
4286,2015-12-31,shop_4,gazoza,can,71337,330ml,22136.53
4287,2015-12-31,shop_4,lemon-boost,glass,26043,500ml,25153.97
4288,2015-12-31,shop_4,lemon-boost,plastic,27053,1.5lt,48140.94
4289,2015-12-31,shop_4,lemon-boost,can,21857,330ml,15586.88
4290,2015-12-31,shop_3,kinder-cola,glass,12446,500ml,11240.64
4291,2015-12-31,shop_3,kinder-cola,plastic,6005,1.5lt,21488.94
4292,2015-12-31,shop_3,kinder-cola,can,12053,330ml,9227.82
4293,2015-12-31,shop_3,adult-cola,glass,8630,500ml,12132.02
4294,2015-12-31,shop_3,adult-cola,plastic,10091,1.5lt,28676.23
4295,2015-12-31,shop_3,adult-cola,can,26803,330ml,13813.66
4296,2015-12-31,shop_3,orange-power,glass,25790,500ml,22149.71
4297,2015-12-31,shop_3,orange-power,plastic,32389,1.5lt,33554.1
4298,2015-12-31,shop_3,orange-power,can,29325,330ml,13982.48
4299,2015-12-31,shop_3,gazoza,glass,9920,500ml,8266.67
4300,2015-12-31,shop_3,gazoza,plastic,21786,1.5lt,21247.66
4301,2015-12-31,shop_3,gazoza,can,38041,330ml,11931.45
4302,2015-12-31,shop_3,lemon-boost,glass,12638,500ml,14111.16
4303,2015-12-31,shop_3,lemon-boost,plastic,10380,1.5lt,23744.4
4304,2015-12-31,shop_3,lemon-boost,can,9514,330ml,6928.06
4320,2016-01-31,shop_1,kinder-cola,glass,9551,500ml,13320.83
4321,2016-01-31,shop_1,kinder-cola,plastic,7683,1.5lt,20807.37
4322,2016-01-31,shop_1,kinder-cola,can,10661,330ml,9678.45
4323,2016-01-31,shop_1,adult-cola,glass,23349,500ml,22018.6
4324,2016-01-31,shop_1,adult-cola,plastic,12134,1.5lt,33954.68
4325,2016-01-31,shop_1,adult-cola,can,29777,330ml,8913.23
4326,2016-01-31,shop_1,orange-power,glass,28461,500ml,22954.57
4327,2016-01-31,shop_1,orange-power,plastic,15531,1.5lt,25267.38
4328,2016-01-31,shop_1,orange-power,can,29667,330ml,15389.8
4329,2016-01-31,shop_1,gazoza,glass,27536,500ml,19514.3
4330,2016-01-31,shop_1,gazoza,plastic,18688,1.5lt,23898.8
4331,2016-01-31,shop_1,gazoza,can,22326,330ml,8775.02
4332,2016-01-31,shop_1,lemon-boost,glass,9521,500ml,11313.16
4333,2016-01-31,shop_1,lemon-boost,plastic,15926,1.5lt,21470.96
4334,2016-01-31,shop_1,lemon-boost,can,16423,330ml,10499.21
4335,2016-01-31,shop_2,kinder-cola,glass,12787,500ml,17503.57
4336,2016-01-31,shop_2,kinder-cola,plastic,9823,1.5lt,31813.54
4337,2016-01-31,shop_2,kinder-cola,can,18646,330ml,13189.11
4338,2016-01-31,shop_2,adult-cola,glass,9447,500ml,14840.17
4339,2016-01-31,shop_2,adult-cola,plastic,14489,1.5lt,42599.3
4340,2016-01-31,shop_2,adult-cola,can,20687,330ml,14669.3
4341,2016-01-31,shop_2,orange-power,glass,39030,500ml,23513.51
4342,2016-01-31,shop_2,orange-power,plastic,15561,1.5lt,33547.95
4343,2016-01-31,shop_2,orange-power,can,25069,330ml,14457.6
4344,2016-01-31,shop_2,gazoza,glass,33488,500ml,23477.27
4345,2016-01-31,shop_2,gazoza,plastic,31753,1.5lt,33509.63
4346,2016-01-31,shop_2,gazoza,can,34200,330ml,12576.34
4347,2016-01-31,shop_2,lemon-boost,glass,17828,500ml,17696.48
4348,2016-01-31,shop_2,lemon-boost,plastic,17697,1.5lt,23566.34
4349,2016-01-31,shop_2,lemon-boost,can,23701,330ml,13062.99
4350,2016-01-31,shop_6,kinder-cola,glass,17830,500ml,21199.2
4351,2016-01-31,shop_6,kinder-cola,plastic,13553,1.5lt,41419.18
4352,2016-01-31,shop_6,kinder-cola,can,13674,330ml,13868.59
4353,2016-01-31,shop_6,adult-cola,glass,22075,500ml,26403.43
4354,2016-01-31,shop_6,adult-cola,plastic,17318,1.5lt,46825.94
4355,2016-01-31,shop_6,adult-cola,can,26925,330ml,18900.06
4356,2016-01-31,shop_6,orange-power,glass,16065,500ml,17792.7
4357,2016-01-31,shop_6,orange-power,plastic,22429,1.5lt,49797.08
4358,2016-01-31,shop_6,orange-power,can,42909,330ml,22975.18
4359,2016-01-31,shop_6,gazoza,glass,50260,500ml,32985.4
4360,2016-01-31,shop_6,gazoza,plastic,41660,1.5lt,39533.59
4361,2016-01-31,shop_6,gazoza,can,26249,330ml,11790.35
4362,2016-01-31,shop_6,lemon-boost,glass,18765,500ml,21490.08
4363,2016-01-31,shop_6,lemon-boost,plastic,14279,1.5lt,34775.54
4364,2016-01-31,shop_6,lemon-boost,can,29582,330ml,16276.22
4365,2016-01-31,shop_4,kinder-cola,glass,15219,500ml,19221.67
4366,2016-01-31,shop_4,kinder-cola,plastic,9033,1.5lt,32876.19
4367,2016-01-31,shop_4,kinder-cola,can,23834,330ml,13883.26
4368,2016-01-31,shop_4,adult-cola,glass,23563,500ml,23966.21
4369,2016-01-31,shop_4,adult-cola,plastic,12055,1.5lt,40362.53
4370,2016-01-31,shop_4,adult-cola,can,30323,330ml,16148.19
4371,2016-01-31,shop_4,orange-power,glass,38181,500ml,31113.43
4372,2016-01-31,shop_4,orange-power,plastic,25397,1.5lt,33813.28
4373,2016-01-31,shop_4,orange-power,can,44117,330ml,18070.5
4374,2016-01-31,shop_4,gazoza,glass,29888,500ml,20907.82
4375,2016-01-31,shop_4,gazoza,plastic,29608,1.5lt,34857.32
4376,2016-01-31,shop_4,gazoza,can,47868,330ml,15062.63
4377,2016-01-31,shop_4,lemon-boost,glass,20680,500ml,22461.22
4378,2016-01-31,shop_4,lemon-boost,plastic,12826,1.5lt,28210.22
4379,2016-01-31,shop_4,lemon-boost,can,23827,330ml,13496.8
4380,2016-01-31,shop_3,kinder-cola,glass,7824,500ml,10966.95
4381,2016-01-31,shop_3,kinder-cola,plastic,5903,1.5lt,19965.11
4382,2016-01-31,shop_3,kinder-cola,can,11728,330ml,6349.18
4383,2016-01-31,shop_3,adult-cola,glass,14476,500ml,16024.73
4384,2016-01-31,shop_3,adult-cola,plastic,10487,1.5lt,26159.87
4385,2016-01-31,shop_3,adult-cola,can,17006,330ml,10200.36
4386,2016-01-31,shop_3,orange-power,glass,39631,500ml,9621.71
4387,2016-01-31,shop_3,orange-power,plastic,7546,1.5lt,17990.53
4388,2016-01-31,shop_3,orange-power,can,15564,330ml,9190.21
4389,2016-01-31,shop_3,gazoza,glass,16960,500ml,12142.32
4390,2016-01-31,shop_3,gazoza,plastic,16134,1.5lt,18866.99
4391,2016-01-31,shop_3,gazoza,can,25577,330ml,7711.75
4392,2016-01-31,shop_3,lemon-boost,glass,6667,500ml,8756.34
4393,2016-01-31,shop_3,lemon-boost,plastic,11749,1.5lt,18376.9
4394,2016-01-31,shop_3,lemon-boost,can,19073,330ml,8433.93
4410,2016-02-29,shop_1,kinder-cola,glass,6486,500ml,10000.74
4411,2016-02-29,shop_1,kinder-cola,plastic,5624,1.5lt,21097.82
4412,2016-02-29,shop_1,kinder-cola,can,9166,330ml,7883.42
4413,2016-02-29,shop_1,adult-cola,glass,10671,500ml,13555.19
4414,2016-02-29,shop_1,adult-cola,plastic,6038,1.5lt,21730.52
4415,2016-02-29,shop_1,adult-cola,can,24619,330ml,13750.81
4416,2016-02-29,shop_1,orange-power,glass,17544,500ml,16125.39
4417,2016-02-29,shop_1,orange-power,plastic,14002,1.5lt,25423.57
4418,2016-02-29,shop_1,orange-power,can,23151,330ml,11705.61
4419,2016-02-29,shop_1,gazoza,glass,27892,500ml,14620.59
4420,2016-02-29,shop_1,gazoza,plastic,12538,1.5lt,14010.91
4421,2016-02-29,shop_1,gazoza,can,28285,330ml,9883.66
4422,2016-02-29,shop_1,lemon-boost,glass,9079,500ml,10720.28
4423,2016-02-29,shop_1,lemon-boost,plastic,12939,1.5lt,14901.23
4424,2016-02-29,shop_1,lemon-boost,can,21295,330ml,10795.84
4425,2016-02-29,shop_2,kinder-cola,glass,9060,500ml,13458.25
4426,2016-02-29,shop_2,kinder-cola,plastic,6910,1.5lt,24174.33
4427,2016-02-29,shop_2,kinder-cola,can,14561,330ml,7291.83
4428,2016-02-29,shop_2,adult-cola,glass,15483,500ml,16891.05
4429,2016-02-29,shop_2,adult-cola,plastic,10741,1.5lt,23388.37
4430,2016-02-29,shop_2,adult-cola,can,17349,330ml,13021.5
4431,2016-02-29,shop_2,orange-power,glass,23651,500ml,13625.71
4432,2016-02-29,shop_2,orange-power,plastic,15145,1.5lt,29757.21
4433,2016-02-29,shop_2,orange-power,can,26266,330ml,14676.14
4434,2016-02-29,shop_2,gazoza,glass,36093,500ml,19313.09
4435,2016-02-29,shop_2,gazoza,plastic,23995,1.5lt,26531.84
4436,2016-02-29,shop_2,gazoza,can,36850,330ml,11603.9
4437,2016-02-29,shop_2,lemon-boost,glass,8564,500ml,10635.11
4438,2016-02-29,shop_2,lemon-boost,plastic,8178,1.5lt,19280.92
4439,2016-02-29,shop_2,lemon-boost,can,5875,330ml,5075.54
4440,2016-02-29,shop_6,kinder-cola,glass,15780,500ml,21163.45
4441,2016-02-29,shop_6,kinder-cola,plastic,15155,1.5lt,28480.09
4442,2016-02-29,shop_6,kinder-cola,can,15948,330ml,11233.32
4443,2016-02-29,shop_6,adult-cola,glass,26743,500ml,24437.63
4444,2016-02-29,shop_6,adult-cola,plastic,19248,1.5lt,36585.13
4445,2016-02-29,shop_6,adult-cola,can,40850,330ml,18650.72
4446,2016-02-29,shop_6,orange-power,glass,27110,500ml,26521.89
4447,2016-02-29,shop_6,orange-power,plastic,21867,1.5lt,43145.51
4448,2016-02-29,shop_6,orange-power,can,40129,330ml,18073.0
4449,2016-02-29,shop_6,gazoza,glass,43238,500ml,29136.95
4450,2016-02-29,shop_6,gazoza,plastic,25184,1.5lt,28632.43
4451,2016-02-29,shop_6,gazoza,can,24640,330ml,11220.22
4452,2016-02-29,shop_6,lemon-boost,glass,19792,500ml,20826.2
4453,2016-02-29,shop_6,lemon-boost,plastic,11835,1.5lt,29468.55
4454,2016-02-29,shop_6,lemon-boost,can,19990,330ml,12277.48
4455,2016-02-29,shop_4,kinder-cola,glass,10952,500ml,14332.64
4456,2016-02-29,shop_4,kinder-cola,plastic,10222,1.5lt,25115.78
4457,2016-02-29,shop_4,kinder-cola,can,10268,330ml,9199.46
4458,2016-02-29,shop_4,adult-cola,glass,16907,500ml,17308.11
4459,2016-02-29,shop_4,adult-cola,plastic,14099,1.5lt,36598.23
4460,2016-02-29,shop_4,adult-cola,can,24295,330ml,15383.8
4461,2016-02-29,shop_4,orange-power,glass,34008,500ml,23919.06
4462,2016-02-29,shop_4,orange-power,plastic,28459,1.5lt,32130.9
4463,2016-02-29,shop_4,orange-power,can,22668,330ml,12624.27
4464,2016-02-29,shop_4,gazoza,glass,23956,500ml,16707.64
4465,2016-02-29,shop_4,gazoza,plastic,26237,1.5lt,24601.55
4466,2016-02-29,shop_4,gazoza,can,25631,330ml,10437.54
4467,2016-02-29,shop_4,lemon-boost,glass,30291,500ml,18395.14
4468,2016-02-29,shop_4,lemon-boost,plastic,14558,1.5lt,23085.92
4469,2016-02-29,shop_4,lemon-boost,can,29328,330ml,11460.54
4470,2016-02-29,shop_3,kinder-cola,glass,8197,500ml,10050.88
4471,2016-02-29,shop_3,kinder-cola,plastic,4671,1.5lt,13765.61
4472,2016-02-29,shop_3,kinder-cola,can,6241,330ml,5952.21
4473,2016-02-29,shop_3,adult-cola,glass,12361,500ml,11656.08
4474,2016-02-29,shop_3,adult-cola,plastic,11472,1.5lt,28077.71
4475,2016-02-29,shop_3,adult-cola,can,16610,330ml,9839.9
4476,2016-02-29,shop_3,orange-power,glass,15936,500ml,13895.18
4477,2016-02-29,shop_3,orange-power,plastic,7659,1.5lt,17576.21
4478,2016-02-29,shop_3,orange-power,can,22207,330ml,8808.41
4479,2016-02-29,shop_3,gazoza,glass,19539,500ml,12073.91
4480,2016-02-29,shop_3,gazoza,plastic,10983,1.5lt,14559.88
4481,2016-02-29,shop_3,gazoza,can,9214,330ml,4347.7
4482,2016-02-29,shop_3,lemon-boost,glass,6600,500ml,7474.89
4483,2016-02-29,shop_3,lemon-boost,plastic,6884,1.5lt,15807.87
4484,2016-02-29,shop_3,lemon-boost,can,7717,330ml,5486.6
4500,2016-03-31,shop_1,kinder-cola,glass,12378,500ml,17875.35
4501,2016-03-31,shop_1,kinder-cola,plastic,8231,1.5lt,31642.97
4502,2016-03-31,shop_1,kinder-cola,can,16622,330ml,10625.04
4503,2016-03-31,shop_1,adult-cola,glass,17330,500ml,22760.27
4504,2016-03-31,shop_1,adult-cola,plastic,24774,1.5lt,36660.88
4505,2016-03-31,shop_1,adult-cola,can,30565,330ml,15085.97
4506,2016-03-31,shop_1,orange-power,glass,25374,500ml,24548.79
4507,2016-03-31,shop_1,orange-power,plastic,19555,1.5lt,41692.44
4508,2016-03-31,shop_1,orange-power,can,29866,330ml,16920.55
4509,2016-03-31,shop_1,gazoza,glass,40479,500ml,25108.07
4510,2016-03-31,shop_1,gazoza,plastic,25607,1.5lt,30812.41
4511,2016-03-31,shop_1,gazoza,can,43570,330ml,14932.61
4512,2016-03-31,shop_1,lemon-boost,glass,17905,500ml,17502.34
4513,2016-03-31,shop_1,lemon-boost,plastic,14031,1.5lt,29479.1
4514,2016-03-31,shop_1,lemon-boost,can,22417,330ml,12408.52
4515,2016-03-31,shop_2,kinder-cola,glass,11172,500ml,16813.17
4516,2016-03-31,shop_2,kinder-cola,plastic,9952,1.5lt,33382.35
4517,2016-03-31,shop_2,kinder-cola,can,28977,330ml,11664.89
4518,2016-03-31,shop_2,adult-cola,glass,23228,500ml,26010.91
4519,2016-03-31,shop_2,adult-cola,plastic,20585,1.5lt,45795.48
4520,2016-03-31,shop_2,adult-cola,can,12044,330ml,11430.77
4521,2016-03-31,shop_2,orange-power,glass,35091,500ml,31307.63
4522,2016-03-31,shop_2,orange-power,plastic,18159,1.5lt,40480.62
4523,2016-03-31,shop_2,orange-power,can,26873,330ml,17014.95
4524,2016-03-31,shop_2,gazoza,glass,41553,500ml,28100.15
4525,2016-03-31,shop_2,gazoza,plastic,32354,1.5lt,32081.23
4526,2016-03-31,shop_2,gazoza,can,54492,330ml,18382.35
4527,2016-03-31,shop_2,lemon-boost,glass,17542,500ml,19229.2
4528,2016-03-31,shop_2,lemon-boost,plastic,25283,1.5lt,24558.03
4529,2016-03-31,shop_2,lemon-boost,can,26863,330ml,14980.14
4530,2016-03-31,shop_6,kinder-cola,glass,19086,500ml,26493.43
4531,2016-03-31,shop_6,kinder-cola,plastic,13067,1.5lt,43233.84
4532,2016-03-31,shop_6,kinder-cola,can,18614,330ml,16819.41
4533,2016-03-31,shop_6,adult-cola,glass,46538,500ml,46685.27
4534,2016-03-31,shop_6,adult-cola,plastic,21748,1.5lt,59124.05
4535,2016-03-31,shop_6,adult-cola,can,26339,330ml,22876.88
4536,2016-03-31,shop_6,orange-power,glass,28626,500ml,29148.54
4537,2016-03-31,shop_6,orange-power,plastic,37062,1.5lt,62355.25
4538,2016-03-31,shop_6,orange-power,can,45054,330ml,25099.68
4539,2016-03-31,shop_6,gazoza,glass,65523,500ml,37865.61
4540,2016-03-31,shop_6,gazoza,plastic,31488,1.5lt,40580.77
4541,2016-03-31,shop_6,gazoza,can,49391,330ml,19758.17
4542,2016-03-31,shop_6,lemon-boost,glass,28743,500ml,28454.35
4543,2016-03-31,shop_6,lemon-boost,plastic,17265,1.5lt,43569.64
4544,2016-03-31,shop_6,lemon-boost,can,39430,330ml,19546.24
4545,2016-03-31,shop_4,kinder-cola,glass,17624,500ml,22520.61
4546,2016-03-31,shop_4,kinder-cola,plastic,11388,1.5lt,36106.26
4547,2016-03-31,shop_4,kinder-cola,can,12118,330ml,12138.22
4548,2016-03-31,shop_4,adult-cola,glass,32279,500ml,34352.78
4549,2016-03-31,shop_4,adult-cola,plastic,32736,1.5lt,55275.56
4550,2016-03-31,shop_4,adult-cola,can,29258,330ml,19518.19
4551,2016-03-31,shop_4,orange-power,glass,32597,500ml,33317.39
4552,2016-03-31,shop_4,orange-power,plastic,30968,1.5lt,44076.56
4553,2016-03-31,shop_4,orange-power,can,38718,330ml,20349.1
4554,2016-03-31,shop_4,gazoza,glass,47626,500ml,31584.24
4555,2016-03-31,shop_4,gazoza,plastic,34608,1.5lt,37988.3
4556,2016-03-31,shop_4,gazoza,can,69978,330ml,19768.88
